"UF;MUNICÍPIO;IBGE;TIPOLOGIA;ZONA;NOME DO ESTABELECIMENTO;STATUS"
"PI;VILA NOVA DO PIAUI;2211605;ESCOLA;RURAL;UNID ESC ZACARIAS MANOEL DA SILVA;ATIVADO                                                                                                                    "
"CE;ACARAU;2300200;ESCOLA;URBANO;JOAO RIBEIRO RAMOS EEIEF;ATIVADO                                                                                                                                        "
"CE;ACOPIARA;2300309;ESCOLA;RURAL;AGOSTINHO BEZERRA EEF;ATIVADO                                                                                                                                          "
"CE;ALTO SANTO;2300705;ESCOLA;RURAL;LUIS CANDIDO MACIEL EMEF;ATIVADO                                                                                                                                     "
"CE;AQUIRAZ;2301000;ESCOLA;URBANO;ALOISIO BERNARDO DE CASTRO EMEF;EM ATIVAÇÃO                                                                                                                            "
"CE;ARARIPE;2301307;ESCOLA;URBANO;VICENTE ESC MUL SAO;ATIVADO                                                                                                                                            "
"CE;ARATUBA;2301406;ESCOLA;RURAL;LUIZ GERVASIO COLARES EMEF;ATIVADO                                                                                                                                      "
"CE;BARROQUINHA;2302057;ESCOLA;RURAL;SANTO INACIO EEIF;ATIVADO                                                                                                                                           "
"CE;BOA VIAGEM;2302404;ESCOLA;URBANO;MINISTRO ALCIDES VIEIRA CARNEIRO E E F;ATIVADO                                                                                                                      "
"CE;CARIDADE;2303006;ESCOLA;RURAL;FRANCISCO DE PINHO PESSOA EEF;ATIVADO                                                                                                                                  "
"CE;CARIRE;2303105;ESCOLA;RURAL;ADAUTA MOCINHA BARROS ROCHA EEIEF;ATIVADO                                                                                                                                "
"CE;CARNAUBAL;2303402;ESCOLA;RURAL;GUILHERME FERREIRA LIMA E E F;ATIVADO                                                                                                                                 "
"CE;CAUCAIA;2303709;ESCOLA;RURAL;VICENTE TORQUATO DE ARAUJO EEIEF;EM ATIVAÇÃO                                                                                                                            "
"CE;CEDRO;2303808;ESCOLA;RURAL;JOAQUIM ALVES DOS SANTOS EMEIF;ATIVADO                                                                                                                                    "
"CE;CHAVAL;2303907;ESCOLA;URBANO;MONSENHOR CARNEIRO EEF;ATIVADO                                                                                                                                          "
"CE;CHORO;2303931;ESCOLA;RURAL;JOAO FERREIRA VIANA E E I F;ATIVADO                                                                                                                                       "
"CE;CHOROZINHO;2303956;ESCOLA;URBANO;LUIZ LIBERATO DE CARVALHO EEF;ATIVADO                                                                                                                               "
"CE;COREAU;2304004;ESCOLA;RURAL;DR MANOEL CARNEIRO DE FRANCA EMEIF;ATIVADO                                                                                                                               "
"CE;FARIAS BRITO;2304301;ESCOLA;RURAL;EEF ANTAO PEREIRA E SILVA;ATIVADO                                                                                                                                  "
"CE;FORQUILHA;2304350;ESCOLA;RURAL;DIOGO ALVES DE LOIOLA E E F;ATIVADO                                                                                                                                   "
"CE;GENERAL SAMPAIO;2304608;ESCOLA;RURAL;RAIMUNDO LESSA DOS SANTOS EMEIF;ATIVADO                                                                                                                         "
"CE;GUARAMIRANGA;2305100;ESCOLA;RURAL;LINHA DA SERRA ESC MUL DE EDUC INF E ENS FUND;ATIVADO                                                                                                              "
"CE;HORIZONTE;2305233;ESCOLA;URBANO;FERNANDO AUGUSTO NOGUEIRA EMEF;ATIVADO                                                                                                                               "
"CE;IBIAPINA;2305308;ESCOLA;RURAL;ADERALDO NEGREIROS EEIEF;ATIVADO                                                                                                                                       "
"CE;ITAICABA;2306207;ESCOLA;RURAL;PE MARCONDES CAVALCANTE EEF;ATIVADO                                                                                                                                    "
"CE;ITAPIPOCA;2306405;ESCOLA;URBANO;ANTONIO TABOSA BRAGA EEB;ATIVADO                                                                                                                                     "
"CE;ITAPIUNA;2306504;ESCOLA;RURAL;CENTRO DE EDUCACAO RURAL EEIEF;ATIVADO                                                                                                                                 "
"CE;ITAREMA;2306553;ESCOLA;RURAL;ANTENOR ROMERO EMEF;ATIVADO                                                                                                                                             "
"CE;ITATIRA;2306603;ESCOLA;RURAL;ALFERES JOAO GUERRA ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL;ATIVADO                                                                                           "
"CE;JAGUARETAMA;2306702;ESCOLA;RURAL;JOSE TEIXEIRA NERES EMEIF;ATIVADO                                                                                                                                   "
"CE;JAGUARIBARA;2306801;ESCOLA;RURAL;ONZE DE AGOSTO ESC MUL;ATIVADO                                                                                                                                      "
"CE;JARDIM;2307106;ESCOLA;URBANO;JESUS COUTINHO E E I E F;ATIVADO                                                                                                                                        "
"CE;MARCO;2307809;ESCOLA;RURAL;JOSE PEDRO DA SILVA EEF;ATIVADO                                                                                                                                           "
"CE;MAURITI;2308104;ESCOLA;RURAL;ANTO FURTADO DE OLIVEIRA EEF;ATIVADO                                                                                                                                    "
"CE;MILAGRES;2308302;ESCOLA;URBANO;FRANCISCO GOMES DE LUCENA E E I F;ATIVADO                                                                                                                             "
"CE;MIRAIMA;2308377;ESCOLA;RURAL;PEDRA BRANCA EEB;ATIVADO                                                                                                                                                "
"CE;NOVO ORIENTE;2309409;ESCOLA;URBANO;EDVAL ARAUJO DA SILVA C E I F;ATIVADO                                                                                                                             "
"CE;OCARA;2309458;ESCOLA;RURAL;JOAO PAULO SOBRINHO EEF;ATIVADO                                                                                                                                           "
"CE;OROS;2309508;ESCOLA;RURAL;JUVINO PATRICIO DA SILVA EEF;ATIVADO                                                                                                                                       "
"CE;PACAJUS;2309607;ESCOLA;URBANO;JOAQUIM NOGUEIRA LOPES VER EEF;ATIVADO                                                                                                                                 "
"CE;PARACURU;2310209;ESCOLA;RURAL;DOMINGOS FCO DA SILVA E M E I F;ATIVADO                                                                                                                                "
"CE;PENAFORTE;2310605;ESCOLA;RURAL;JOSE CESARIO EEIEF;ATIVADO                                                                                                                                            "
"CE;PEREIRO;2310803;ESCOLA;RURAL;JOSE NILSON BEZERRA EEIF;ATIVADO                                                                                                                                        "
"CE;PORANGA;2311009;ESCOLA;RURAL;GERALDO GOMES DA SILVA EEF;ATIVADO                                                                                                                                      "
"CE;QUIXADÁ;2311306;ESCOLA;RURAL;AGOSTINHO FERREIRA DE SOUSA EEF;ATIVADO                                                                                                                                 "
"CE;REDENÇÃO;2311603;ESCOLA;URBANO;FCO JANUARIO DA COSTA EMEIEF;ATIVADO                                                                                                                                  "
"CE;SENADOR SA;2312809;ESCOLA;RURAL;ZILDA OLIVEIRA AGUIAR EMEF;ATIVADO                                                                                                                                   "
"CE;TRAIRI;2313500;ESCOLA;URBANO;ANTONIO FRANCISCO BRAGA EEF;ATIVADO                                                                                                                                     "
"CE;TURURU;2313559;ESCOLA;RURAL;MARIA LUNGA MOREIRA EMEF;ATIVADO                                                                                                                                         "
"CE;VARJOTA;2313955;ESCOLA;RURAL;NAIARA MACEDO VASCONCELOS EEF;ATIVADO                                                                                                                                   "
"RN;AFONSO BEZERRA;2400307;ESCOLA;RURAL;ESC MUL SANTA MARIA;ATIVADO                                                                                                                                      "
"RN;CAICO;2402006;ESCOLA;RURAL;ESCOLA MUNICIPAL SEVERINO PAULINO DE SOUZA;ATIVADO                                                                                                                        "
"RN;CARAUBAS;2402303;ESCOLA;RURAL;E M FRANCISCO DE PAULA PESSOA FILHO;ATIVADO                                                                                                                            "
"RN;CARNAUBAIS;2402501;ESCOLA;RURAL;EM PRINCESA ISABEL;ATIVADO                                                                                                                                           "
"RN;CORONEL JOAO PESSOA;2402907;ESCOLA;URBANO;ESC MUL ADILIA TERTULINA DE FREITAS;ATIVADO                                                                                                                "
"RN;DOUTOR SEVERIANO;2403202;ESCOLA;RURAL;ESC MUL JOSE AUGUSTO DA SILVA;ATIVADO                                                                                                                          "
"RN;FLORANIA;2403806;ESCOLA;RURAL;ESCOLA MUNICIPAL FRANCISCA LEONISIA DA CRUZ;ATIVADO                                                                                                                    "
"RN;IELMO MARINHO;2404606;ESCOLA;RURAL;EM JOAO VITOR DA SILVA LIMA;ATIVADO                                                                                                                               "
"RN;JANDUIS;2405207;ESCOLA;RURAL;UNIDADE XI ANTONIA EURLI DE BRITO;ATIVADO                                                                                                                               "
"RN;JOAO CAMARA;2405801;ESCOLA;RURAL;EM XVI DE JUNHO;ATIVADO                                                                                                                                             "
"RN;MAJOR SALES;2407252;ESCOLA;RURAL;CENTRO DE ENSINO RURAL - UNIDADE I -ESCOLA MUNICIPAL DONA TONHEIRA GERMANO;ATIVADO                                                                                  "
"RN;MONTE ALEGRE;2407807;ESCOLA;RURAL;EM LINDOLFO RUFINO;ATIVADO                                                                                                                                         "
"RN;PASSA E FICA;2409100;ESCOLA;RURAL;ESC MUL DEP DJALMA MARINHO;ATIVADO                                                                                                                                 "
"RN;SAO GONCALO DO AMARANTE;2412005;ESCOLA;URBANO;EM DE 1 GRAU MARIA RUFINA DE LIMA;ATIVADO                                                                                                              "
"RN;SAO JOSE DE MIPIBU;2412203;ESCOLA;URBANO;EM PROF CLORIS TRIGUEIRO PEIXOTO;ATIVADO                                                                                                                    "
"RN;SAO MIGUEL;2412500;ESCOLA;RURAL;ESCOLA MUNICIPAL PEDRO LEITE DA SILVA;ATIVADO                                                                                                                        "
"RN;SAO MIGUEL DO GOSTOSO;2412559;ESCOLA;RURAL;EM JOAO TOMAZ DE OLIVEIRA;ATIVADO                                                                                                                         "
"RN;SAO TOME;2412906;ESCOLA;RURAL;ESCOLA MUNICIPAL OVIDIO HONORATO MOREIRA;ATIVADO                                                                                                                       "
"RN;TRIUNFO POTIGUAR;2414456;ESCOLA;RURAL;EM MANOEL FELINTO FILHO;ATIVADO                                                                                                                                "
"RN;UPANEMA;2414605;ESCOLA;RURAL;EM JOSEFA FRANCISCA DA SILVA;ATIVADO                                                                                                                                    "
"RN;VERA CRUZ;2414803;ESCOLA;RURAL;EM FILOMENA CURCIO CABRAL;ATIVADO                                                                                                                                     "
"PB;ALCANTIL;2500536;ESCOLA;RURAL;ESCOLA MUN DE ENS FUND MANOEL HERCULANO;ATIVADO                                                                                                                        "
"PB;APARECIDA;2500775;ESCOLA;RURAL;EMEF JOAO BATISTA DA SILVA;ATIVADO                                                                                                                                    "
"PB;ARACAGI;2500809;ESCOLA;RURAL;EMEF OLIVIO MAROJA;ATIVADO                                                                                                                                              "
"PB;ARARA;2500908;ESCOLA;RURAL;EMEIF POLO DE ARACA;ATIVADO                                                                                                                                               "
"PB;ARARUNA;2501005;ESCOLA;RURAL;EMEF JOANA MARIA DA CONCEICAO;ATIVADO                                                                                                                                   "
"PB;BANANEIRAS;2501500;ESCOLA;URBANO;EMEF MIGUEL FILGUEIRA FILHO;ATIVADO                                                                                                                                 "
"PB;BARRA DE SANTA ROSA;2501609;ESCOLA;RURAL;EMEF ROSA M SOARES FONSECA;ATIVADO                                                                                                                          "
"PB;BARRA DE SAO MIGUEL;2501708;ESCOLA;RURAL;EMEF MANOEL ESTEVAM DE MIRANDA;ATIVADO                                                                                                                      "
"PB;BREJO DOS SANTOS;2502904;ESCOLA;RURAL;EMEF CIPRIANO CARDOSO DOS SANTOS;ATIVADO                                                                                                                       "
"PB;CAAPORA;2503001;ESCOLA;URBANO;ESCOLA MUN MARIA EMILIA VALENCA;ATIVADO                                                                                                                                "
"PB;CACIMBA DE DENTRO;2503506;ESCOLA;RURAL;EMEF PRES JOSE SARNEY;ATIVADO                                                                                                                                 "
"PB;CAJAZEIRAS;2503704;ESCOLA;RURAL;EMEIEF JOSE MARTINS DE OLIVEIRA;ATIVADO                                                                                                                              "
"PB;CATURITE;2504355;ESCOLA;RURAL;GRUPO ESCOLAR JOAQUIM BARBOSA;ATIVADO                                                                                                                                  "
"PB;FAGUNDES;2506103;ESCOLA;RURAL;GR ESC CASSIMIRO FRANCISCO VIEIRA;ATIVADO                                                                                                                              "
"PB;GURINHEM;2506400;ESCOLA;RURAL;EMEF PE JOSE MARIA MESQUITA;ATIVADO                                                                                                                                    "
"PB;JACARAU;2507309;ESCOLA;RURAL;EMEIEF LUIS FERNANDES PESSOA;ATIVADO                                                                                                                                    "
"PB;MAMANGUAPE;2508901;ESCOLA;RURAL;EMEF MARIA LUCIA;ATIVADO                                                                                                                                             "
"PB;MANAIRA;2509008;ESCOLA;RURAL;EMEF SEBASTIANA DINO;ATIVADO                                                                                                                                            "
"PB;MASSARANDUBA;2509206;ESCOLA;RURAL;EMEIEF ANA DA SILVA MEIRA;ATIVADO                                                                                                                                  "
"PB;POCO DANTAS;2512036;ESCOLA;RURAL;EMEIF JOSE PEREIRA DE QUEIROZ;ATIVADO                                                                                                                               "
"PB;PEDRO REGIS;2512721;ESCOLA;RURAL;EMEIF IDALINA ROSA;ATIVADO                                                                                                                                          "
"PB;SANTANA DOS GARROTES;2513604;ESCOLA;RURAL;EMEIEF JULIO L DE ALMEIDA;ATIVADO                                                                                                                          "
"PB;SAO JOSE DOS RAMOS;2514453;ESCOLA;RURAL;EMEIF JOSE FRANCISCO DA COSTA;ATIVADO                                                                                                                        "
"PB;SERRARIA;2515906;ESCOLA;RURAL;EMEIF MARIA ARLETE;ATIVADO                                                                                                                                             "
"PB;TAVARES;2516607;ESCOLA;RURAL;EEIF JOSE DO NASCIMENTO DA SILVA;ATIVADO                                                                                                                                "
"PB;UIRAUNA;2516904;ESCOLA;RURAL;EMEF JOSE PATRICIO DE ANDRADE;ATIVADO                                                                                                                                   "
"PE;AMARAJI;2600906;ESCOLA;RURAL;ESCOLA SAO JOSE DO EXTREMO;ATIVADO                                                                                                                                      "
"PE;BONITO;2602308;ESCOLA;RURAL;ESCOLA MUNICIPAL BERNARDO SAYAO;ATIVADO                                                                                                                                  "
"PE;BUIQUE;2602803;ESCOLA;URBANO;ESCOLA MUNICIPAL ANTONIO DE BARROS SAMPAIO;ATIVADO                                                                                                                      "
"PE;CABROBO;2603009;ESCOLA;RURAL;ESCOLA MUNICIPAL JOAO ROCHA;ATIVADO                                                                                                                                     "
"PE;CANHOTINHO;2603702;ESCOLA;RURAL;COLEGIO MUNICIPAL JULIA RODRIGUES TORRES;ATIVADO                                                                                                                     "
"PE;CARPINA;2604007;ESCOLA;RURAL;ESCOLA MUNICIPAL CHA DO MEIO;ATIVADO                                                                                                                                    "
"PE;CASINHAS;2604155;ESCOLA;RURAL;ESCOLA MUL ANTONIO FRANCISCO DE PAULA;ATIVADO                                                                                                                          "
"PE;CEDRO;2604304;ESCOLA;RURAL;ESCOLA MUNICIPAL MARIA ANA DA CONCEICAO;ATIVADO                                                                                                                           "
"PE;CHA GRANDE;2604502;ESCOLA;RURAL;GRUPO ESCOLAR LAERTE PEDROSA DE MELO;ATIVADO                                                                                                                         "
"PE;CORRENTES;2604700;ESCOLA;URBANO;ESCOLA MUNICIPAL ATALIBAL VICTOR;ATIVADO                                                                                                                             "
"PE;FLORES;2605608;ESCOLA;RURAL;ESCOLA MUNICIPAL IMPERADOR PEDRO I;ATIVADO                                                                                                                               "
"PE;GARANHUNS;2606002;ESCOLA;RURAL;ESCOLA JULIAO CAPITO FILHO;ATIVADO                                                                                                                                    "
"PE;GRAVATA;2606408;ESCOLA;RURAL;ESCOLA FRANCISCO GALDINO CHAVES;ATIVADO                                                                                                                                 "
"PE;IBIMIRIM;2606606;ESCOLA;RURAL;ESCOLA MUNICIPAL TEREZINHA VIEIRA BEZERRA;ATIVADO                                                                                                                      "
"PE;IGUARACI;2606903;ESCOLA;RURAL;ESCOLA MUNICIPAL MESTRE ANTONIO FELIPE;ATIVADO                                                                                                                         "
"PE;LAGOA GRANDE;2608750;ESCOLA;RURAL;ESCOLA MUNICIPAL HERMENEGILDA MARIA DE CARVALHO;ATIVADO                                                                                                            "
"PE;OROBO;2609709;ESCOLA;URBANO;ESCOLA MUNICIPAL JOSE VIRGOLINO DE AGUIAR;ATIVADO                                                                                                                        "
"PE;PARNAMIRIM;2610400;ESCOLA;RURAL;ESCOLA MUNICIPAL JOSE RAMOS ANGELIM;ATIVADO                                                                                                                          "
"PE;PAUDALHO;2610608;ESCOLA;URBANO;ESCOLA MUNICIPAL JOSE BONIFACIO;ATIVADO                                                                                                                               "
"PE;PEDRA;2610806;ESCOLA;URBANO;ESCOLA MUNICIPAL JOAO BATISTA CORDEIRO VAZ;ATIVADO                                                                                                                       "
"PE;SANTA CRUZ DA BAIXA VERDE;2612471;ESCOLA;RURAL;ESCOLA MUNICIPAL JULIO BALBINO DOS SANTOS;ATIVADO                                                                                                     "
"PE;SURUBIM;2614501;ESCOLA;RURAL;ESCOLA MUNICIPAL JOSE BEZERRA DE ASSIS;ATIVADO                                                                                                                          "
"PE;TERRA NOVA;2615201;ESCOLA;RURAL;ESCOLA JOSE CANDIDO MARTINS;ATIVADO                                                                                                                                  "
"PE;TIMBAUBA;2615300;ESCOLA;URBANO;ESCOLA CORONEL JOAO DE ANDRADE;ATIVADO                                                                                                                                "
"AL;DELMIRO GOUVEIA;2702405;ESCOLA;RURAL;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MANOEL MOURA DE SOUZA;ATIVADO                                                                                            "
"AL;ESTRELA DE ALAGOAS;2702553;ESCOLA;RURAL;ESCOLA MUNICIPAL ANTONIO PINTO DE ARAUJO;ATIVADO                                                                                                             "
"AL;GIRAU DO PONCIANO;2702900;ESCOLA;RURAL;ESCOLA MUNICIPAL DE EDUCACAO BASICA GOVERNADOR GERALDO BULHOES;ATIVADO                                                                                        "
"AL;MARECHAL DEODORO;2704708;ESCOLA;RURAL;ESCOLA MUNICIPAL JOAO BATISTA VASCONCELOS;ATIVADO                                                                                                              "
"AL;OLIVENCA;2706000;ESCOLA;RURAL;ESCOLA MUNICIPAL PROFESSOR DIVALDO SURUAGY;ATIVADO                                                                                                                     "
"AL;PIRANHAS;2707107;ESCOLA;RURAL;ESCOLA MUNICIPAL DEPUTADO JOSE BANDEIRA;ATIVADO                                                                                                                        "
"AL;POCO DAS TRINCHEIRAS;2707206;ESCOLA;RURAL;ESCOLA MUNICIPAL DE ENSINO FUNDAMEN IRINEU TENORIO;ATIVADO                                                                                                 "
"AL;SANTANA DO IPANEMA;2708006;ESCOLA;RURAL;ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR JOAO FRANCISCO CAVALCANTE;ATIVADO                                                                               "
"AL;TAQUARANA;2709103;ESCOLA;RURAL;ESCOLA MUNICIPAL DE EDUCACAO BASICA EDGAR TENORIO DE LIMA;ATIVADO                                                                                                     "
"AL;TEOTÔNIO VILELA;2709152;ESCOLA;RURAL;ESC MUL DE EDUCACAO BASICA MANOEL LOURENCO DA SILVA;ATIVADO                                                                                                     "
"AL;UNIAO DOS PALMARES;2709301;ESCOLA;RURAL;ESCOLA MUNICIPAL DR JOSE DE MEDEIROS SARMENTO;ATIVADO                                                                                                        "
"SE;AQUIDABA;2800209;ESCOLA;RURAL;ESCOLA MUNICIPAL EDITE SILVA DO CARMO;ATIVADO                                                                                                                          "
"SE;BOQUIM;2800670;ESCOLA;RURAL;ESC MUL M DA GLORIA BARRETO DE ANDRADE;ATIVADO                                                                                                                           "
"SE;CARIRA;2801405;ESCOLA;RURAL;ESCOLA MUNICIPAL PROFª MARIA DA GLORIA MENEZES;ATIVADO                                                                                                                   "
"SE;ITABAIANINHA;2803005;ESCOLA;RURAL;ESC MUL PROF PEDRO ALVES DE MACEDO;ATIVADO                                                                                                                         "
"SE;JAPARATUBA;2803302;ESCOLA;RURAL;ESC MUL VEREADOR JOAO PRADO;ATIVADO                                                                                                                                  "
"SE;LAGARTO;2803500;ESCOLA;RURAL;ESCOLA MUL JOAO PEDRO DE ARAUJO;ATIVADO                                                                                                                                 "
"SE;MURIBECA;2804300;ESCOLA;RURAL;ESCOLA MUL MANOEL ROZENDO;ATIVADO                                                                                                                                      "
"SE;POCO VERDE;2805505;ESCOLA;RURAL;ESCOLA MUL VERIDIANO ZACARIAS DE OLIVEIRA;ATIVADO                                                                                                                    "
"SE;PORTO DA FOLHA;2805604;ESCOLA;RURAL;ESCOLA MUNICIPAL MANOEL JOVITO DE SANTANA;ATIVADO                                                                                                                "
"SE;SANTA LUZIA DO ITANHY;2806305;ESCOLA;RURAL;ESCOLA MUL DE ENSI FUND REUNIDAS;ATIVADO                                                                                                                  "
"SE;SIMAO DIAS;2807105;ESCOLA;RURAL;ESCOLA MUNICIPAL CICERO FERREIRA GUERRA;ATIVADO                                                                                                                      "
"BA;AMERICA DOURADA;2901155;ESCOLA;RURAL;ESCOLA MUNICIPAL AGNELO FRANCISCO ALVES;ATIVADO                                                                                                                 "
"BA;BAIXA GRANDE;2902609;ESCOLA;RURAL;COLEGIO MUNICIPAL DE MANDACARU;ATIVADO                                                                                                                             "
"BA;BARRA DO MENDES;2903003;ESCOLA;RURAL;ESCOLA OTAVIO MANGABEIRA;ATIVADO                                                                                                                                "
"BA;BARRO ALTO;2903235;ESCOLA;RURAL;ESCOLA MUNICIPAL RUI BARBOSA;ATIVADO                                                                                                                                 "
"BA;BOM JESUS DA LAPA;2903904;ESCOLA;RURAL;NUCLEO EDUCACIONAL BATALHA;ATIVADO                                                                                                                            "
"BA;BROTAS DE MACAUBAS;2904506;ESCOLA;RURAL;ESCOLA MUNICIPAL AGOSTINHO RIBEIRO;ATIVADO                                                                                                                   "
"BA;CAPIM GROSSO;2906873;ESCOLA;RURAL;ESCOLA MUNICIPAL PROFESSORA LUCIENE ARAUJO OLIVEIRA;ATIVADO                                                                                                        "
"BA;CARINHANHA;2907103;ESCOLA;RURAL;ESCOLA MUNICIPAL SANTA LUZIA;ATIVADO                                                                                                                                 "
"BA;CICERO DANTAS;2907806;ESCOLA;RURAL;NEIEFESC MUL PROFA LAURENTINA IGNES DE CASTRO POLO EDUCACIONALX;ATIVADO                                                                                           "
"BA;CONCEICAO DO COITE;2908408;ESCOLA;RURAL;ESCOLA RIO BRANCO;ATIVADO                                                                                                                                    "
"BA;CORRENTINA;2909307;ESCOLA;RURAL;ESCOLA MUNICIPAL DIVINO ESPIRITO SANTO;ATIVADO                                                                                                                       "
"BA;FATIMA;2910750;ESCOLA;RURAL;ESCOLA MUNICIPAL DOM BOSCOLY;ATIVADO                                                                                                                                     "
"BA;ILHEUS;2913606;ESCOLA;RURAL;ESCOLA NUCLEADA DO JAPU;ATIVADO                                                                                                                                          "
"BA;IRAQUARA;2914406;ESCOLA;URBANO;GRUPO ESCOLAR ODILON TORRES;ATIVADO                                                                                                                                   "
"BA;ITIUBA;2917003;ESCOLA;RURAL;GINASIO MUNICIPAL JOAO FELIX FILHO;ATIVADO                                                                                                                               "
"BA;JAGUAQUARA;2917607;ESCOLA;URBANO;ESCOLA MONTEIRO LOBATO;ATIVADO                                                                                                                                      "
"BA;MORPARÁ;2921609;ESCOLA;RURAL;ESCOLA MUNICIPAL APRIGIO DE QUEIROZ;ATIVADO                                                                                                                             "
"BA;PINDAI;2924504;ESCOLA;RURAL;ESCOLA MUNICIPAL JOANA D ARC;ATIVADO                                                                                                                                     "
"BA;PRESIDENTE DUTRA;2925600;ESCOLA;URBANO;CENTRO EDUCACIONAL LICINO BARRETO;ATIVADO                                                                                                                     "
"BA;QUIJINGUE;2925907;ESCOLA;RURAL;ESCOLA MUNICIPAL TERTULIANO FRANCISCO DA SILVA;ATIVADO                                                                                                                "
"BA;QUIXABEIRA;2925931;ESCOLA;RURAL;COLEGIO MUNICIPAL MANOEL SILVA PASSOS;ATIVADO                                                                                                                        "
"BA;REMANSO;2926004;ESCOLA;RURAL;COLEGIO MUNICIPAL PROFª ZILNOURA MOURA RODRIGUES;ATIVADO                                                                                                                "
"BA;SAO MIGUEL DAS MATAS;2929404;ESCOLA;RURAL;ESCOLA HUMBERTO CASTELO BRANCO;ATIVADO                                                                                                                     "
"BA;SENHOR DO BONFIM;2930105;ESCOLA;URBANO;ESCOLA MUN DE 1 GRAU ANTONIO BASTOS DE MIRANDA;ATIVADO                                                                                                        "
"BA;SERRINHA;2930501;ESCOLA;RURAL;ESCOLA MUNICIPAL MIGUEL ARCANJO CARVALHO;ATIVADO                                                                                                                       "
"BA;TUCANO;2931905;ESCOLA;RURAL;ESCOLA MUNICIPAL CASTELO BRANCO;ATIVADO                                                                                                                                  "
"BA;WANDERLEY;2933455;ESCOLA;RURAL;ESCOLA MUNICIPAL ADOLFO SOARES DE MAGALHAES;ATIVADO                                                                                                                   "
"SE;CANINDE DE SAO FRANCISCO;2801207;ESCOLA;RURAL;ESC MUL DOMINGOS GERONIMO DOS SANTOS;ATIVADO                                                                                                           "
"GO;CRISTALINA;5206206;ESCOLA;URBANO;ESCOLA MUNICIPAL JOSE RODRIGUES DE QUEIROZ;ATIVADO                                                                                                                  "
"MG;TRES CORACOES;3169307;ESCOLA;RURAL;EM PROFA ONEIDA JUNQUEIRA;ATIVADO                                                                                                                                 "
"PA;PARAGOMINAS;1505502;ESCOLA;RURAL;E M E F JOSE DIMAX;ATIVADO                                                                                                                                          "
"PA;PARAGOMINAS;1505502;ESCOLA;RURAL;E M E F TEREZNHA SCARAMUSSA;ATIVADO                                                                                                                                 "
"PA;PARAGOMINAS;1505502;ESCOLA;RURAL;E M E F PEDRO REZENDE BASTOS;ATIVADO                                                                                                                                "
"PA;PARAGOMINAS;1505502;ESCOLA;RURAL;E M E F ALEGRIA DO SABER;ATIVADO                                                                                                                                    "
"RN;FELIPE GUERRA;2403707;ESCOLA;URBANO;EIDC  FELIPE GUERRA;ATIVADO                                                                                                                                      "
"MS;NIOAQUE;5005806;ESCOLA;RURAL;EE INDIGENA DE EM ANGELINA VICENTE;ATIVADO                                                                                                                              "
"MS;AQUIDAUANA;5001102;ESCOLA;RURAL;EE INDIGENA DE EM PASCOAL LEITE DIAS;ATIVADO                                                                                                                         "
"CE;CAMOCIM;2302602;ESCOLA;RURAL;SEBASTIAO EEF SAO;ATIVADO                                                                                                                                               "
"PI;AROAZES;2200905;ESCOLA;RURAL;ESCOLA FAMILIA AGRICOLAEFA;ATIVADO                                                                                                                                      "
"PI;GUARIBAS;2204550;NÃO INFORMADO;URBANO;ESPACO SOCIOCULTURAL E DE NEGOCIOS – ESPACO NORDESTE EM GUARIBAS;ATIVADO                                                                                       "
"AC;CRUZEIRO DO SUL;1200203;ESCOLA;RURAL;ESC JOAO BUSSONS;ATIVADO                                                                                                                                        "
"CE;CRATEUS;2304103;ESCOLA;RURAL;JOSE DE ARAUJO VERAS ESC CID;ATIVADO                                                                                                                                    "
"BA;MACAUBAS;2919801;BIBLIOTECA;URBANO;KIT - BIBLIOTECA PUBLICA MUNICIPAL PROFESSOR ZACARIAS DO AMARAL REGO;ATIVADO                                                                                      "
"BA;LAJEDAO;2918902;ESCOLA;RURAL;COLEGIO MUNICIPAL ANTONIO FREIRE DE OLIVEIRA;ATIVADO                                                                                                                    "
"BA;IBOTIRAMA;2913200;TC_BR;URBANO;TELECENTRO DA PESCA MARE  IBOTIRAMA COLONIA Z46  BA;EM ATIVAÇÃO                                                                                                       "
"CE;PENTECOSTE;2310704;ESCOLA;RURAL;MARIA IVONEIDE RODRIGUES DE MOURA EEIF;ATIVADO                                                                                                                       "
"AM;UARINI;1304260;NÃO INFORMADO;URBANO;NUCLEO DE CONSERVACAO E SUSTENTABILIDADE PROF JOSE MARCIO CORREA AYRES   RESERVA DE DESENVOLVIMENTO SUSTENTAVELMAMIRAUA;ATIVADO                                  "
"MG;SAO PEDRO DA UNIAO;3163904;ESCOLA;URBANO;EM JORGE BATISTA CORREA;ATIVADO                                                                                                                             "
"MG;MINAS NOVAS;3141801;QUILOMBO;RURAL;CONSELHO COMUNITARIO DE DESENVOLVIMENTO RURAL QUILOMBOLA DE RIBEIRAO DA FOLHA;ATIVADO                                                                             "
"SC;IRACEMINHA;4207759;ESCOLA;URBANO;EEF PROF BALBINO MARTINS;ATIVADO                                                                                                                                    "
"SC;SAUDADES;4217303;ESCOLA;URBANO;EEB JOAO BATISTA FLECK;ATIVADO                                                                                                                                        "
